RUNID	Date start	Date end	ANSAMP	MCMID	Bond OK	Data OK	Median per row	Median per col	Noise	Noise error	Gain	Gain error	SER	SER error
211	2025-04-08T13:53:14	2025-04-08T15:20:57	300	42A	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]	[2.0, 31.0, 2.0, 2.5, -1, 36852.5, 0.0, 4.0, 10.0, 37.5, 7.25, 2.0, 2.0, 11.0, 1.0, 1.0]	[1.25, 28.0, 1.0, 2.0, -1, 36803.25, 3.75, 2.5, 8.0, 37.0, 5.5, 2.0, 2.0, 10.0, 5.25, 0.5]	[55.03, 51.65, 52.79, 57.27, -1, 620.08, -1, 54.77, 54.19, 53.42, 56.2, 51.55, 55.62, 52.03, -1, 53.96]	[0.21, 0.21, 0.21, 0.22, -1, 141.8, -1, 0.24, 0.18, 0.24, 0.18, 0.18, 0.22, 0.2, -1, 0.23]	[219.83, 152.53, 237.95, 227.6, -1, 300.0, -1, 183.65, 249.8, 164.17, 246.6, 230.85, 242.72, 165.71, -1, 238.5]	[1.87, 3.35, 1.63, 1.84, -1, inf, -1, 1.89, 0.98, 3.55, 1.38, 1.46, 1.39, 3.38, -1, 1.76]	[0.04095, 0.03541, 0.04598, 0.04479, -1, -1, -1, 0.05572, 0.07021, 0.041, 0.05455, 0.04555, 0.0464, 0.03953, -1, 0.03648]	[0.00116, 0.00176, 0.00115, 0.00132, -1, -1, -1, 0.00116, 0.00112, 0.00165, 0.00134, 0.00121, 0.00131, 0.00143, -1, 0.00118]
211	2025-04-08T13:53:14	2025-04-08T15:20:57	300	45	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.0, 1.0, -0.5, 0.0, -0.5, 3.0, -0.5, 0.0, 0.0, 1.0, 2.0, -1.0, 0.0, -1.0, 1.0, 0.0]	[-0.5, 0.5, -1.0, 0.0, -1.0, 2.0, -1.0, -0.5, 0.5, 1.5, 1.5, -1.0, -0.5, -0.5, 1.0, -0.25]	[58.03, 62.66, 60.33, 56.84, 56.01, 60.55, 56.7, 57.89, 58.42, 58.45, 60.31, 58.13, 57.35, 57.2, 58.98, 58.31]	[0.22, 0.26, 0.21, 0.23, 0.23, 0.3, 0.27, 0.26, 0.28, 0.24, 0.27, 0.21, 0.26, 0.26, 0.29, 0.24]	[265.86, 286.83, -1, 269.43, 255.69, 278.54, 265.74, 286.18, 272.35, 286.67, 276.59, 265.06, 271.95, -5.61, 282.59, -4.23]	[3.74, 2.98, -1, 3.09, 3.11, 1.99, 3.93, 2.9, 2.32, 2.04, 2.39, 3.84, 2.62, 25580.53, 1.84, 53770.36]	[0.01785, 0.02236, -1, 0.01633, 0.01878, 0.03218, 0.01651, 0.0218, 0.02391, 0.03035, 0.02632, 0.0173, 0.02148, -1, 0.03409, -1]	[0.00112, 0.00104, -1, 0.00096, 0.00095, 0.00098, 0.00093, 0.00087, 0.00095, 0.00108, 0.00116, 0.00091, 0.00093, -1, 0.00104, -1]
211	2025-04-08T13:53:14	2025-04-08T15:20:57	300	48B	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[-1.0, 2.0, 1.0, 0.0, 1.0, 1.75, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, -2.0, 0.0]	[-0.5, 1.5, 1.0, 0.0, 1.0, 2.0, -0.5, 0.0, 0.0, 1.0, 4.5, 0.5, 1.0, 0.0, -2.0, 0.0]	[57.48, 66.37, 64.2, 65.03, 61.76, 64.67, 65.24, 62.4, 60.39, 62.36, -1, 55.74, 63.39, 64.28, 61.29, 60.56]	[0.25, 0.25, 0.3, 0.25, 0.25, 0.28, 0.32, 0.25, 0.2, 0.3, -1, 0.19, 0.25, 0.25, 0.29, 0.27]	[266.83, 282.89, 281.19, 286.34, 265.02, 286.16, 281.13, 271.23, 254.63, 269.78, -1, 269.03, 272.05, 281.57, -261.25, -4.77]	[3.03, 2.77, 2.67, 3.28, 3.04, 2.27, 3.5, 2.73, 3.21, 2.78, -1, 2.38, 2.26, 3.04, 1063.33, 48061.44]	[0.02094, 0.02591, 0.02271, 0.02055, 0.02231, 0.03125, 0.01855, 0.02163, 0.01954, 0.02892, -1, 0.02426, 0.02562, 0.02254, 0.00035, -1]	[0.0009, 0.00102, 0.00105, 0.00113, 0.00094, 0.00091, 0.00105, 0.00087, 0.00093, 0.00104, -1, 0.00093, 0.00081, 0.00106, 0.00086, -1]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	49	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[3.0, 4.0, 3.75, 2.0, 3.0, 3.75, 1.0, 2.0, 7.0, 23.5, -2.0, 3.0, 4.0, 3.0, 2.0, 2.0]	[3.0, 3.5, 2.5, 2.0, 3.0, 4.0, 2.0, 2.5, 6.0, 26.0, -2.0, 3.5, 4.0, 2.5, 2.0, 2.0]	[60.4, 63.99, 60.76, 62.92, 56.98, 61.43, 64.01, 62.96, 65.16, 61.61, -1, 63.24, 62.32, 63.51, 61.13, 63.35]	[0.28, 0.29, 0.23, 0.27, 0.25, 0.26, 0.28, 0.27, 0.3, 0.25, -1, 0.27, 0.28, 0.32, 0.27, 0.27]	[273.79, 278.93, 265.31, 278.06, 273.36, 268.04, 290.97, 276.43, 280.31, 275.06, -1, 287.83, 279.53, 274.03, 272.65, 283.92]	[1.31, 1.54, 1.25, 1.74, 1.03, 1.55, 1.81, 1.7, 1.15, 0.79, -1, 1.4, 1.28, 1.6, 1.31, 1.48]	[0.06281, 0.05605, 0.06029, 0.04959, 0.06869, 0.05673, 0.04743, 0.04946, 0.08385, 0.11963, -1, 0.05777, 0.06585, 0.05448, 0.05425, 0.05115]	[0.00094, 0.00093, 0.00093, 0.00105, 0.00096, 0.00102, 0.00116, 0.00093, 0.00132, 0.00168, -1, 0.00081, 0.00107, 0.00113, 0.00091, 0.00099]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	19	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[7.0, 6.0, 9.0, 2.0, 14.0, 5.75, 8.25, 13.25, 12.0, 8.0, 10.0, 29.0, 6.0, 9.0, 15.0, 2279.25]	[0.5, 6.5, 9.0, 4.0, 12.75, 6.0, 8.5, 12.0, 10.5, 8.0, 10.0, 13.5, 6.0, 8.5, 15.0, 2637.5]	[-1, 59.65, 58.37, 58.82, 57.96, 56.41, 58.84, 58.91, 57.59, 59.37, 57.68, 57.65, 56.98, 58.65, 57.23, 57.9]	[-1, 0.27, 0.25, 0.27, 0.25, 0.22, 0.24, 0.27, 0.21, 0.24, 0.25, 0.23, 0.25, 0.24, 0.24, 0.19]	[-1, 254.03, 245.47, 169.85, 253.26, 251.76, 250.37, 250.07, 251.12, 250.32, 251.14, 253.64, 240.86, 252.77, 164.17, 257.24]	[-1, 0.91, 1.02, 4.82, 0.75, 1.06, 0.94, 1.06, 0.78, 0.92, 0.93, 1.06, 0.91, 0.97, 3.38, 0.95]	[-1, 0.08752, 0.0966, 0.02421, 0.11038, 0.07283, 0.08863, 0.07926, 0.10839, 0.0822, 0.08156, 0.07424, 0.09254, 0.08723, 0.03333, 0.21954]	[-1, 0.00101, 0.00124, 0.00158, 0.00126, 0.00114, 0.00127, 0.0011, 0.00108, 0.00106, 0.00101, 0.00589, 0.00101, 0.00117, 0.00135, 0.00263]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	15	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[27.0, 8.0, 14.25, 8.0, 12.0, 9.0, 8.0, 8.0, 18.0, 6.0, 9.25, 7.5, 12.5, -1, 8.0, 10.0]	[12.5, 7.5, 12.5, 6.5, 13.5, 8.5, 8.0, 7.0, 16.0, 5.0, 9.0, 6.0, 11.0, -1, 8.5, 8.5]	[54.39, 61.96, 66.35, 56.66, 57.14, 61.29, 59.19, 55.75, 56.45, 62.59, 65.21, 55.07, 57.61, -1, 62.79, 55.36]	[0.24, 0.29, 0.29, 0.2, 0.24, 0.21, 0.26, 0.21, 0.21, 0.25, 0.28, 0.22, 0.23, -1, 0.24, 0.23]	[221.67, 243.48, 247.95, 246.03, 248.09, 251.92, 236.73, 242.02, 242.15, 247.75, 249.78, 196.7, 238.95, -1, 256.38, 146.4]	[2.06, 1.21, 1.29, 0.98, 0.82, 1.09, 1.16, 1.0, 0.92, 1.28, 1.43, 1.72, 0.95, -1, 1.01, 3.85]	[0.1344, 0.0946, 0.1072, 0.08853, 0.11164, 0.07871, 0.08384, 0.08412, 0.14002, 0.07819, 0.08183, 0.0754, 0.11973, -1, 0.08893, 0.0299]	[0.0029, 0.00121, 0.00148, 0.00122, 0.00132, 0.00135, 0.00117, 0.00115, 0.00146, 0.00106, 0.00131, 0.00121, 0.00154, -1, 0.00119, 0.00228]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	20	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[10.75, -1, 5.0, 6.0, 13.0, -1, 4.0, 7.0, 13.0, -1, -1, 5.0, 11.0, -1, 0.0, 7.0]	[9.0, -1, 6.0, 6.0, 10.5, -1, 4.0, 5.5, 11.0, -1, -1, 5.0, 9.0, -1, 0.0, 7.0]	[54.67, -1, 52.4, 56.63, 55.58, -1, 52.92, 55.41, 55.39, -1, -1, 53.11, 54.61, -1, 54.46, 55.09]	[0.17, -1, 0.17, 0.27, 0.21, -1, 0.24, 0.24, 0.23, -1, -1, 0.19, 0.21, -1, 0.19, 0.21]	[242.3, -1, 155.43, 203.73, 249.61, -1, 242.44, 248.92, 249.87, -1, -1, 238.34, 251.13, -1, -580.37, 249.8]	[0.87, -1, 1.66, 1.45, 0.82, -1, 0.95, 0.91, 0.78, -1, -1, 1.04, 0.69, -1, inf, 0.82]	[0.11356, -1, 0.0861, 0.0778, 0.11856, -1, 0.07798, 0.08225, 0.116, -1, -1, 0.07367, 0.11592, -1, -1, 0.10251]	[0.00131, -1, 0.00157, 0.00128, 0.00137, -1, 0.00103, 0.00099, 0.00127, -1, -1, 0.00112, 0.00109, -1, -1, 0.00111]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	18	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[13.75, 7.0, 9.0, 11.25, 10.0, 7.0, 6.0, 5.0, 9.0, 9.0, 7.0, 8.0, 11.0, 6.0, 6.25, 8.0]	[14.0, 6.0, 8.5, 8.5, 9.0, 7.0, 7.0, 5.0, 8.5, 7.0, 6.0, 7.0, 11.0, 6.0, 6.0, 6.5]	[56.03, 53.22, 52.27, 55.38, 56.28, 52.9, 56.09, 52.49, 53.5, 56.71, 55.21, 54.11, 54.22, 54.23, 55.77, 56.1]	[0.23, 0.26, 0.19, 0.22, 0.21, 0.17, 0.21, 0.21, 0.24, 0.22, 0.23, 0.21, 0.2, 0.21, 0.27, 0.21]	[249.04, 182.08, 242.86, 240.87, 246.86, 239.37, 179.35, 238.1, 234.66, 160.26, 248.57, 251.08, 246.5, 241.23, 248.16, 256.32]	[0.74, 1.24, 0.86, 0.9, 0.88, 0.94, 1.68, 0.85, 0.84, 4.16, 0.88, 0.85, 0.7, 0.87, 1.03, 0.89]	[0.11975, 0.09334, 0.10144, 0.10757, 0.10806, 0.08617, 0.0822, 0.08248, 0.12131, 0.02023, 0.09036, 0.09034, 0.11885, 0.09004, 0.08256, 0.09851]	[0.00133, 0.00129, 0.00131, 0.00122, 0.00124, 0.00094, 0.00158, 0.00116, 0.00125, 0.00159, 0.00113, 0.00111, 0.00108, 0.00119, 0.00107, 0.00121]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	48	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[-1.0, 0.0, -1.0, 0.0, -0.5, -2.0, 0.0, -2.0, -1.0, -2.0, -2.0, -1.0, -1.75, -3.0, -2.0, -3.0]	[-1.0, -0.5, -1.0, -1.0, 0.0, -1.0, 1.0, -1.5, -1.0, -1.5, -2.0, -1.0, -1.5, -2.0, -2.0, -1.5]	[54.06, 55.62, 53.14, 58.77, 58.35, 60.49, 53.95, 55.99, 56.86, 54.74, 55.1, 57.54, 53.1, 58.99, 54.55, 58.13]	[0.24, 0.2, 0.23, 0.23, 0.23, 0.24, 0.21, 0.2, 0.24, 0.21, 0.23, 0.27, 0.19, 0.25, 0.22, 0.23]	[-0.1, 265.67, -1, -1, 276.04, 273.09, -4966.02, -1, 280.66, -1, 246.61, 265.84, 261.72, 284.6, 266.85, 286.7]	[86961.55, 2.76, -1, -1, 3.21, 4.76, inf, -1, 3.42, -1, 3.47, 3.7, 3.28, 5.29, 4.03, 4.56]	[-1, 0.01791, -1, -1, 0.01779, 0.01406, -1, -1, 0.01568, -1, 0.01555, 0.01638, 0.01483, 0.01192, 0.01455, 0.01383]	[-1, 0.00071, -1, -1, 0.00094, 0.00099, -1, -1, 0.00097, -1, 0.00069, 0.00081, 0.00085, 0.00105, 0.0009, 0.00076]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	47	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]	[-1.75, -1.0, -1.0, -0.5, 0.0, 0.0, -2.0, 1.0, 0.75, 0.0, -2.0, -1, -1.0, -0.5, -1.0, -1.0]	[-1.0, -1.0, -0.5, 0.0, 0.5, -1.0, -1.5, 0.5, 0.0, 0.0, -2.0, -1, -0.5, -1.0, -1.0, -1.0]	[56.73, 58.48, 57.59, 57.04, 56.99, 58.9, 60.2, 58.96, 56.89, 57.47, -1, -1, 59.12, 60.24, 57.88, 55.63]	[0.22, 0.24, 0.2, 0.22, 0.25, 0.19, 0.27, 0.27, 0.27, 0.25, -1, -1, 0.25, 0.25, 0.24, 0.21]	[-552.14, 273.33, 273.3, 265.36, -4.25, 277.55, 266.98, -1, 278.87, 270.23, -1, -1, 281.63, 271.15, 280.53, 273.32]	[inf, 2.86, 2.98, 3.98, 59269.18, 3.13, 4.14, -1, 2.56, 2.75, -1, -1, 3.56, 3.78, 3.68, 2.76]	[0.0, 0.01738, 0.01922, 0.01689, -1, 0.01747, 0.01306, -1, 0.02887, 0.02251, -1, -1, 0.01701, 0.01771, 0.01478, 0.02228]	[0.00131, 0.00076, 0.00097, 0.00087, -1, 0.00079, 0.00078, -1, 0.00102, 0.00092, -1, -1, 0.00098, 0.00084, 0.00084, 0.0008]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	21	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[5.5, 4.5, 7.0, 9.0, 11.25, 4.0, 7.75, 8.0, 6.0, 9.0, 7.25, 6.0, 8.0, 9.0, 7.0, 9.0]	[4.75, 3.5, 6.5, 9.5, 9.0, 4.0, 6.5, 7.0, 5.5, 8.5, 7.0, 5.5, 6.5, 7.5, 6.5, 7.25]	[52.98, 53.88, 53.5, 53.12, 53.27, 57.64, 54.23, 56.69, 52.29, 54.09, 53.45, 52.73, 52.86, 53.24, 53.64, 53.34]	[0.2, 0.2, 0.21, 0.24, 0.21, 0.24, 0.22, 0.24, 0.2, 0.17, 0.22, 0.2, 0.23, 0.17, 0.23, 0.19]	[238.02, 232.3, 247.02, 152.74, 139.95, 240.09, 244.46, 252.56, 239.74, 145.65, 158.42, 131.08, 234.15, 226.91, 248.52, 248.48]	[0.86, 1.05, 0.77, 3.46, 2.02, 1.19, 0.99, 1.05, 0.83, 4.22, 3.59, 2.44, 0.78, 1.12, 0.85, 0.74]	[0.08937, 0.07281, 0.08752, 0.04032, 0.10085, 0.06802, 0.07117, 0.07696, 0.09541, 0.02431, 0.05002, 0.06641, 0.10397, 0.09496, 0.0851, 0.09149]	[0.00105, 0.00093, 0.00099, 0.00148, 0.00244, 0.00123, 0.00123, 0.00099, 0.00092, 0.00175, 0.00157, 0.00204, 0.001, 0.00134, 0.00147, 0.00112]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	46	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[-1.0, -2.0, 0.0, -1.75, -1.0, -1.0, -1.0, -0.5, -1.0, -1.0, 0.0, 0.0, -0.75, 0.0, -1.5, -0.5]	[-1.0, -1.0, 0.0, -1.0, -1.5, -0.5, -1.0, -1.0, -0.5, -1.0, -0.5, -0.5, -1.0, 1.0, -1.0, -0.5]	[57.77, 59.35, 59.58, 53.53, 55.05, 55.8, 62.81, 55.56, 59.75, 61.35, 56.79, 59.13, 57.99, 58.58, 63.19, 58.54]	[0.26, 0.23, 0.23, 0.24, 0.19, 0.24, 0.28, 0.18, 0.23, 0.27, 0.25, 0.21, 0.27, 0.22, 0.3, 0.24]	[277.03, 268.15, 275.9, 278.61, 259.59, 271.94, 281.45, 270.31, -4.75, 268.9, 273.45, 270.33, 268.78, 274.79, 282.9, 277.34]	[2.99, 4.26, 4.06, 3.84, 3.02, 3.52, 4.34, 3.12, 44296.74, 3.42, 3.13, 3.85, 2.97, 2.13, 4.18, 3.61]	[0.01717, 0.01488, 0.01453, 0.01576, 0.02012, 0.01671, 0.01788, 0.01431, -1, 0.01905, 0.01849, 0.01513, 0.01832, 0.02388, 0.0174, 0.01635]	[0.00089, 0.00071, 0.00092, 0.00093, 0.00084, 0.00078, 0.001, 0.00078, -1, 0.00082, 0.00098, 0.00078, 0.00081, 0.00077, 0.0008, 0.00105]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	44	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[-2.0, 1.0, -1.0, 0.0, 0.0, 1.0, -0.75, -1.0, 1.5, 0.0, 0.0, 0.0, 3.0, -1, -1.25, -1.0]	[-2.0, 0.0, -1.5, 0.0, 0.0, 0.5, 0.0, -1.0, 1.0, -0.5, 0.0, 0.0, 2.0, -1, -1.0, -1.0]	[52.88, 53.31, 55.59, 58.13, 55.23, 56.51, 54.37, 57.31, 52.47, 59.74, 55.69, 54.26, 55.88, -1, 55.88, 55.89]	[0.19, 0.19, 0.23, 0.21, 0.22, 0.22, 0.19, 0.22, 0.21, 0.25, 0.25, 0.21, 0.22, -1, 0.23, 0.2]	[265.17, -355.35, 268.4, -6.21, 262.01, 270.45, 276.62, 266.72, 265.09, -1, 267.55, 263.39, 279.86, -1, 266.66, 269.98]	[3.66, 10544.44, 3.46, 21189.3, 2.76, 2.8, 2.52, 4.27, 2.45, -1, 3.09, 2.93, 1.47, -1, 3.09, 2.84]	[0.01509, -1, 0.01737, -1, 0.01955, 0.02069, 0.02099, 0.01425, 0.02505, -1, 0.01717, 0.01779, 0.03242, -1, 0.01953, 0.02027]	[0.00086, -1, 0.00093, -1, 0.00091, 0.00085, 0.00094, 0.00079, 0.00087, -1, 0.00083, 0.00088, 0.00096, -1, 0.00088, 0.00086]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	42A	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]	[3.0, 32.0, 1.0, 1.25, -1, 36867.0, 6.0, 1.75, 10.0, 40.0, 10.5, 2.0, 6.0, 8.0, 10.0, 2.0]	[2.0, 29.0, 1.0, 1.5, -1, 36869.5, 9.0, 1.5, 7.0, 39.0, 9.0, 2.0, 5.25, 8.5, 12.5, 2.0]	[55.6, 51.74, 53.23, 55.98, -1, 1566.13, -1, 54.41, 54.34, 52.89, 55.94, 52.0, 55.28, 51.86, -1, 53.7]	[0.2, 0.2, 0.22, 0.24, -1, 2419.04, -1, 0.21, 0.22, 0.22, 0.24, 0.18, 0.25, 0.19, -1, 0.24]	[219.85, 150.99, 236.98, 227.29, -1, 300.0, -1, 183.16, 248.74, 162.58, 247.42, 232.53, 242.23, 160.06, -1, 236.77]	[1.72, 3.21, 1.63, 1.89, -1, inf, -1, 2.48, 1.05, 3.23, 1.22, 1.35, 1.26, 3.86, -1, 1.58]	[0.04186, 0.04086, 0.03896, 0.04092, -1, -1, -1, 0.03362, 0.06275, 0.0461, 0.06394, 0.0409, 0.05573, 0.02907, -1, 0.04237]	[0.0011, 0.00182, 0.00099, 0.00115, -1, -1, -1, 0.00122, 0.00119, 0.00187, 0.00112, 0.00101, 0.0012, 0.00157, -1, 0.0012]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	45	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[-0.5, 1.0, -1.0, 0.0, -1.0, 2.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.0, 0.25, 0.0, -0.5, 0.0]	[-0.5, 1.0, -1.0, -1.0, -0.5, 1.5, 0.0, 0.0, 1.0, 0.5, 1.0, 0.0, 0.0, -0.5, 0.0, 0.0]	[58.78, 61.1, 59.93, 57.13, 56.61, 61.02, 56.31, 58.41, 59.7, 58.08, 61.17, 58.1, 57.51, 57.92, 59.2, 57.86]	[0.24, 0.26, 0.26, 0.24, 0.22, 0.24, 0.23, 0.23, 0.27, 0.27, 0.28, 0.24, 0.26, 0.25, 0.27, 0.22]	[264.29, 285.25, -4.06, 270.09, 257.68, 279.69, -4.13, -1, 271.15, 286.4, 277.55, 269.56, 272.35, -5.1, 279.61, 273.99]	[3.53, 2.61, 64526.85, 3.6, 3.5, 1.77, 55506.35, -1, 2.93, 2.09, 2.39, 2.8, 2.65, 31863.75, 2.67, 3.27]	[0.01768, 0.0247, -1, 0.01527, 0.018, 0.02668, -1, -1, 0.02521, 0.02876, 0.02485, 0.02192, 0.022, -1, 0.0241, 0.01662]	[0.00088, 0.00091, -1, 0.00088, 0.001, 0.00092, -1, -1, 0.00099, 0.00087, 0.001, 0.00077, 0.0009, -1, 0.00091, 0.00089]
212	2025-04-08T15:27:54	2025-04-08T16:55:37	300	48B	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[2.0, 0.0, -1.0, 2.0, 3.0, 1.0, 0.0, 1.0, 1.0, 0.5, 6.5, 1.0, 1.0, 1.5, 0.0, 1.5]	[1.0, 0.0, -1.0, 1.0, 2.25, 1.0, -0.5, 0.0, 1.0, 0.0, 9.0, 0.5, 1.0, 0.5, -0.5, 1.0]	[57.29, 66.12, 65.17, 64.95, 60.44, 64.61, 64.94, 61.47, 60.12, 62.32, -1, 55.01, 63.75, 64.01, 61.02, 60.2]	[0.25, 0.28, 0.28, 0.26, 0.26, 0.28, 0.25, 0.26, 0.25, 0.25, -1, 0.25, 0.28, 0.33, 0.26, 0.27]	[267.88, 282.65, 279.93, 287.63, 262.95, 285.03, 279.8, 271.27, 256.4, 270.7, -1, 267.33, 271.57, 281.37, 278.99, 272.63]	[2.36, 3.96, 3.98, 3.13, 2.44, 2.7, 4.08, 3.35, 2.72, 2.81, -1, 2.49, 2.48, 2.91, 2.98, 2.41]	[0.0279, 0.01779, 0.01707, 0.02397, 0.02581, 0.02312, 0.01761, 0.01966, 0.02555, 0.02461, -1, 0.0246, 0.02542, 0.0219, 0.02264, 0.02352]	[0.00094, 0.0009, 0.00093, 0.00096, 0.00105, 0.001, 0.00099, 0.00089, 0.001, 0.00098, -1, 0.00092, 0.00093, 0.00098, 0.00095, 0.00093]
213	2025-04-08T17:02:44	2025-04-08T18:30:27	300	49	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[4.0, 4.0, 3.25, 2.0, 4.0, 5.0, 2.0, 4.0, 5.25, 14.25, -2.25, 4.0, 6.0, 4.0, 2.0, 2.0]	[4.0, 4.0, 3.5, 2.0, 4.0, 4.5, 2.5, 3.0, 5.0, 19.0, -2.0, 3.5, 5.0, 4.0, 2.0, 2.0]	[60.54, 64.62, 61.01, 62.75, 56.94, 61.91, 64.28, 63.04, 65.13, 62.28, -1, 63.67, 62.51, 62.87, 61.03, 63.7]	[0.24, 0.3, 0.27, 0.24, 0.21, 0.25, 0.24, 0.26, 0.3, 0.26, -1, 0.31, 0.24, 0.28, 0.25, 0.31]	[274.89, 278.98, 265.55, 277.47, 272.78, 268.11, 290.97, 277.09, 279.01, 276.09, -1, 287.84, 279.09, 273.29, 272.1, 282.45]	[1.16, 1.34, 1.28, 1.65, 1.2, 1.35, 1.4, 1.71, 1.19, 0.79, -1, 1.65, 1.23, 1.37, 1.41, 1.67]	[0.06543, 0.05624, 0.0642, 0.04944, 0.06712, 0.06381, 0.05176, 0.05206, 0.07671, 0.09839, -1, 0.05513, 0.07601, 0.06163, 0.05405, 0.05275]	[0.00094, 0.00096, 0.00103, 0.00078, 0.00082, 0.00106, 0.0008, 0.00096, 0.00097, 0.0014, -1, 0.00095, 0.00112, 0.00097, 0.00094, 0.00102]
